,country,place,song_name,song_id,views
20,37i9dQZEVXbKPTKrnFPD0G,21,Baila Conmigo (with Rauw Alejandro),079Ey5uxL04AKPQgVQwx5h,968897
21,37i9dQZEVXbKPTKrnFPD0G,22,Ella No Es Tuya - Remix,5YYW3yRktprLRr47WK219Y,905566
22,37i9dQZEVXbKPTKrnFPD0G,23,Butter,3VqeTFIvhxu3DIe4eZVzGq,884363
23,37i9dQZEVXbKPTKrnFPD0G,24,Todo De Ti,4fSIb4hdOQ151TILNsSEaF,875052
24,37i9dQZEVXbKPTKrnFPD0G,25,Perrito Malvado,1sZ39ZxvFo8FyMz4s7iVlf,800253
25,37i9dQZEVXbKPTKrnFPD0G,26,Hecha Pa' Mi,3VvA1wSxukMLsvXoXtlwWx,783783
26,37i9dQZEVXbKPTKrnFPD0G,27,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,782278
27,37i9dQZEVXbKPTKrnFPD0G,28,L-Gante Rkt,4A9u8OrzFYbxdjiydkNdUi,781751
28,37i9dQZEVXbKPTKrnFPD0G,29,911,2p2Q23iaaPSEa1tI6TsCVX,778844
29,37i9dQZEVXbKPTKrnFPD0G,30,Animal,3OXxCquI8i14EigwILaLx9,726044
30,37i9dQZEVXbKPTKrnFPD0G,31,Pintao,0B8yu7yLe1UsXv6gewHRv2,701595
31,37i9dQZEVXbKPTKrnFPD0G,32,Reloj,4loQgPwJHocL3dFwLfjb1J,687713
32,37i9dQZEVXbKPTKrnFPD0G,33,Sal y Perrea,5u7twkeask1VIyDeNTElSU,678078
33,37i9dQZEVXbKPTKrnFPD0G,34,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,660278
34,37i9dQZEVXbKPTKrnFPD0G,35,deja vu,6HU7h9RYOaPRFeh0R3UeAr,654695
35,37i9dQZEVXbKPTKrnFPD0G,36,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,650536
36,37i9dQZEVXbKPTKrnFPD0G,37,Te Mentiría,5kuidI7QNbpJCB1ObdCPKx,646037
37,37i9dQZEVXbKPTKrnFPD0G,38,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,602689
38,37i9dQZEVXbKPTKrnFPD0G,39,No Toque Mi Naik,0TBbNYzmtCfN5cpZSCVNIz,602084
39,37i9dQZEVXbKPTKrnFPD0G,40,No Te Enamores - Remix,2mM3gZ0BbPwPPMelbA8vgt,578433
40,37i9dQZEVXbKPTKrnFPD0G,41,drivers license,5wANPM4fQCJwkGd4rN57mH,578420
41,37i9dQZEVXbKPTKrnFPD0G,42,Si Me Tomo Una Cerveza,3lCbsHaN1wCxyDzcNN2x4N,560513
42,37i9dQZEVXbKPTKrnFPD0G,43,PROBLEMA,2dl5K2ScW7jYhAhuem06cm,552786
43,37i9dQZEVXbKPTKrnFPD0G,44,BLUNTED 5 - Remix,27t4JURZ1Tv7a3zMfPneAw,538947
44,37i9dQZEVXbKPTKrnFPD0G,45,telepatía,6tDDoYIxWvMLTdKpjFkc1B,527582
45,37i9dQZEVXbKPTKrnFPD0G,46,International Love 420,7dpXCztbsLVnkLdcskLgKc,525526
46,37i9dQZEVXbKPTKrnFPD0G,47,Verte,2mMZAd3ol9wGI2WJl4XJCF,525478
47,37i9dQZEVXbKPTKrnFPD0G,48,Ponte Pa' Mi,4C6BlqqMwjFzOXzqpTeoWR,505666
48,37i9dQZEVXbKPTKrnFPD0G,49,BEBÉ,3Zf4GutWZ7Hv3wsVQsSQPs,501209
49,37i9dQZEVXbKPTKrnFPD0G,50,Machu Picchu,6RV9pRLIQiXm3qTGeyQluf,500833
